
Main setup parameters:

  Using cache mode: wb
  Cache 1/8 capacity: 33554432 bytes
  Core 1/8 capacity: 33554432 bytes
  FlashSim page size: 4096 bytes
  FlashSim enable data: false

Experiment parameters:

  Intensity: 15000 4KiB-Reqs/s
  Reads percentage: 100%
  Approx hit ratio: 99%

Begin stabilizing stage... (0 - 15 secs)

  *** #0 @ 500.331 ms: miss_ratio = 0.14555, load_admit = 1.000, cache_tp = 303.799, core_tp = 6547.669
  *** #0 @ 1000.771 ms: miss_ratio = 0.07056, load_admit = 1.000, cache_tp = 25857.250, core_tp = 0.000
  *** #0 @ 1501.257 ms: miss_ratio = 0.04701, load_admit = 1.000, cache_tp = 42710.452, core_tp = 0.000
  *** #0 @ 2001.829 ms: miss_ratio = 0.03524, load_admit = 1.000, cache_tp = 42942.848, core_tp = 0.000
  *** #0 @ 2502.169 ms: miss_ratio = 0.02819, load_admit = 1.000, cache_tp = 43410.514, core_tp = 0.000
  *** #0 @ 3002.216 ms: miss_ratio = 0.02349, load_admit = 1.000, cache_tp = 43291.951, core_tp = 0.000
  *** #0 @ 3502.682 ms: miss_ratio = 0.02014, load_admit = 1.000, cache_tp = 43223.656, core_tp = 0.000
  *** #0 @ 4002.726 ms: miss_ratio = 0.01762, load_admit = 1.000, cache_tp = 43220.218, core_tp = 0.000
  *** #0 @ 4503.602 ms: miss_ratio = 0.01567, load_admit = 1.000, cache_tp = 43308.122, core_tp = 0.000
  *** #0 @ 5003.704 ms: miss_ratio = 0.01410, load_admit = 1.000, cache_tp = 43175.244, core_tp = 0.000
  *** #0 @ 5504.255 ms: miss_ratio = 0.01285, load_admit = 1.000, cache_tp = 39596.309, core_tp = 0.000
  *** #0 @ 6004.706 ms: miss_ratio = 0.01180, load_admit = 1.000, cache_tp = 40763.268, core_tp = 0.000
  *** #0 @ 6505.468 ms: miss_ratio = 0.01089, load_admit = 1.000, cache_tp = 43933.065, core_tp = 0.000
  *** #0 @ 7005.794 ms: miss_ratio = 0.01011, load_admit = 1.000, cache_tp = 44626.829, core_tp = 0.000
  *** #0 @ 7506.452 ms: miss_ratio = 0.00943, load_admit = 1.000, cache_tp = 44293.756, core_tp = 0.000
  *** #0 @ 8006.972 ms: miss_ratio = 0.00884, load_admit = 1.000, cache_tp = 44082.174, core_tp = 0.000
  *** #0 @ 8507.737 ms: miss_ratio = 0.00832, load_admit = 1.000, cache_tp = 44284.222, core_tp = 0.000
  *** #0 @ 9008.185 ms: miss_ratio = 0.00786, load_admit = 1.000, cache_tp = 44088.531, core_tp = 0.000
  *** #0 @ 9508.270 ms: miss_ratio = 0.00744, load_admit = 1.000, cache_tp = 43960.494, core_tp = 0.000
  *** #0 @ 10008.352 ms: miss_ratio = 0.00708, load_admit = 1.000, cache_tp = 42785.013, core_tp = 0.000
  *** #0 @ 10508.766 ms: miss_ratio = 0.00674, load_admit = 1.000, cache_tp = 43052.296, core_tp = 0.000
  *** #0 @ 11008.824 ms: miss_ratio = 0.00644, load_admit = 1.000, cache_tp = 43259.035, core_tp = 0.000
  *** #0 @ 11509.526 ms: miss_ratio = 0.00616, load_admit = 1.000, cache_tp = 43634.732, core_tp = 0.000
  *** #0 @ 12010.174 ms: miss_ratio = 0.00590, load_admit = 1.000, cache_tp = 43703.352, core_tp = 0.000
  *** #0 @ 12510.595 ms: miss_ratio = 0.00566, load_admit = 1.000, cache_tp = 43619.240, core_tp = 0.000
  *** #0 @ 13010.964 ms: miss_ratio = 0.00544, load_admit = 1.000, cache_tp = 43639.768, core_tp = 0.000
  *** #0 @ 13511.254 ms: miss_ratio = 0.00524, load_admit = 1.000, cache_tp = 43574.770, core_tp = 0.000
  *** #0 @ 14012.048 ms: miss_ratio = 0.00505, load_admit = 1.000, cache_tp = 43379.103, core_tp = 0.000
  *** #0 @ 14512.407 ms: miss_ratio = 0.00488, load_admit = 1.000, cache_tp = 43688.615, core_tp = 0.000

Measuring delta overhead... (15 - 30 secs)

  ??? #0 @ 15013.181 ms: miss_ratio = 0.00472, load_admit = 1.000, cache_tp = 43676.417, core_tp = 0.000
  ??? #0 @ 15513.826 ms: miss_ratio = 0.00456, load_admit = 1.000, cache_tp = 43719.616, core_tp = 0.000
  ??? #0 @ 16014.429 ms: miss_ratio = 0.00442, load_admit = 1.000, cache_tp = 43827.108, core_tp = 0.000
  ??? #0 @ 16514.489 ms: miss_ratio = 0.00429, load_admit = 1.000, cache_tp = 43738.808, core_tp = 0.000
  ??? #0 @ 17014.490 ms: miss_ratio = 0.00416, load_admit = 1.000, cache_tp = 43791.875, core_tp = 0.000
  ??? #0 @ 17514.646 ms: miss_ratio = 0.00404, load_admit = 1.000, cache_tp = 43698.347, core_tp = 0.000
  ??? #0 @ 18015.066 ms: miss_ratio = 0.00393, load_admit = 1.000, cache_tp = 43755.306, core_tp = 0.000
  ??? #0 @ 18515.214 ms: miss_ratio = 0.00382, load_admit = 1.000, cache_tp = 43842.970, core_tp = 0.000
  ??? #0 @ 19015.316 ms: miss_ratio = 0.00372, load_admit = 1.000, cache_tp = 43847.060, core_tp = 0.000
  ??? #0 @ 19515.665 ms: miss_ratio = 0.00363, load_admit = 1.000, cache_tp = 43809.406, core_tp = 0.000
  ??? #0 @ 20016.366 ms: miss_ratio = 0.00353, load_admit = 1.000, cache_tp = 42987.721, core_tp = 0.000
  ??? #0 @ 20516.900 ms: miss_ratio = 0.00344, load_admit = 1.000, cache_tp = 43018.108, core_tp = 0.000
  ??? #0 @ 21017.137 ms: miss_ratio = 0.00335, load_admit = 1.000, cache_tp = 42987.592, core_tp = 0.000
  ??? #0 @ 21517.749 ms: miss_ratio = 0.00327, load_admit = 1.000, cache_tp = 42995.390, core_tp = 0.000
  ??? #0 @ 22018.490 ms: miss_ratio = 0.00319, load_admit = 1.000, cache_tp = 43319.795, core_tp = 0.000
  ??? #0 @ 22518.498 ms: miss_ratio = 0.00312, load_admit = 1.000, cache_tp = 43567.297, core_tp = 0.000
  ??? #0 @ 23018.737 ms: miss_ratio = 0.00305, load_admit = 1.000, cache_tp = 43603.185, core_tp = 0.000
  ??? #0 @ 23519.398 ms: miss_ratio = 0.00298, load_admit = 1.000, cache_tp = 43494.495, core_tp = 0.000
  ??? #0 @ 24020.196 ms: miss_ratio = 0.00291, load_admit = 1.000, cache_tp = 43634.380, core_tp = 0.000
  ??? #0 @ 24520.345 ms: miss_ratio = 0.00285, load_admit = 1.000, cache_tp = 43738.943, core_tp = 0.000
  ??? #0 @ 25020.512 ms: miss_ratio = 0.00279, load_admit = 1.000, cache_tp = 44185.236, core_tp = 0.000
  ??? #0 @ 25521.246 ms: miss_ratio = 0.00274, load_admit = 1.000, cache_tp = 43743.791, core_tp = 0.000
  ??? #0 @ 26021.767 ms: miss_ratio = 0.00268, load_admit = 1.000, cache_tp = 43770.345, core_tp = 0.000
  ??? #0 @ 26521.903 ms: miss_ratio = 0.00263, load_admit = 1.000, cache_tp = 43020.304, core_tp = 0.000
  ??? #0 @ 27022.512 ms: miss_ratio = 0.00258, load_admit = 1.000, cache_tp = 43019.629, core_tp = 0.000
  ??? #0 @ 27522.619 ms: miss_ratio = 0.00253, load_admit = 1.000, cache_tp = 42982.787, core_tp = 0.000
  ??? #0 @ 28022.742 ms: miss_ratio = 0.00248, load_admit = 1.000, cache_tp = 42925.421, core_tp = 0.000
  ??? #0 @ 28523.108 ms: miss_ratio = 0.00243, load_admit = 1.000, cache_tp = 43072.471, core_tp = 0.000
  ??? #0 @ 29023.530 ms: miss_ratio = 0.00239, load_admit = 1.000, cache_tp = 43147.612, core_tp = 0.000
  ??? #0 @ 29524.283 ms: miss_ratio = 0.00235, load_admit = 1.000, cache_tp = 43015.262, core_tp = 0.000

Start the experiment... (30 - 60 secs)

  ... #310 @ 30024.518 ms: miss_ratio = 0.00231, load_admit = 1.000, cache_tp = 43243.618, core_tp = 0.000
  ... #7000 @ 30525.064 ms: miss_ratio = 0.00227, load_admit = 1.000, cache_tp = 43041.003, core_tp = 0.000
  ... #13710 @ 31025.392 ms: miss_ratio = 0.00222, load_admit = 1.000, cache_tp = 42164.385, core_tp = 0.000
