
Main setup parameters:

  Using cache mode: wa
  Cache 1/8 capacity: 33554432 bytes
  Core 1/8 capacity: 33554432 bytes
  FlashSim page size: 4096 bytes
  FlashSim enable data: false

Experiment parameters:

  Intensity: 17000 4KiB-Reqs/s
  Reads percentage: 100%
  Approx hit ratio: 99%

Begin stabilizing stage... (0 - 15 secs)

  *** #0 @ 500.086 ms: miss_ratio = 0.14969, load_admit = 1.000, cache_tp = 2663.543, core_tp = 6534.878
  *** #0 @ 1000.692 ms: miss_ratio = 0.06435, load_admit = 1.000, cache_tp = 40718.662, core_tp = 15.981
  *** #0 @ 1501.252 ms: miss_ratio = 0.04288, load_admit = 1.000, cache_tp = 43479.290, core_tp = 0.000
  *** #0 @ 2001.892 ms: miss_ratio = 0.03217, load_admit = 1.000, cache_tp = 43552.274, core_tp = 0.000
  *** #0 @ 2502.053 ms: miss_ratio = 0.02575, load_admit = 1.000, cache_tp = 43138.053, core_tp = 0.000
  *** #0 @ 3002.733 ms: miss_ratio = 0.02146, load_admit = 1.000, cache_tp = 43205.233, core_tp = 0.000
  *** #0 @ 3502.989 ms: miss_ratio = 0.01840, load_admit = 1.000, cache_tp = 42914.016, core_tp = 0.000
  *** #0 @ 4003.581 ms: miss_ratio = 0.01611, load_admit = 1.000, cache_tp = 42973.197, core_tp = 0.000
  *** #0 @ 4503.755 ms: miss_ratio = 0.01432, load_admit = 1.000, cache_tp = 43168.908, core_tp = 0.000
  *** #0 @ 5003.963 ms: miss_ratio = 0.01290, load_admit = 1.000, cache_tp = 42710.244, core_tp = 0.000
  *** #0 @ 5504.541 ms: miss_ratio = 0.01175, load_admit = 1.000, cache_tp = 39857.959, core_tp = 0.000
  *** #0 @ 6004.991 ms: miss_ratio = 0.01079, load_admit = 1.000, cache_tp = 41138.934, core_tp = 0.000
  *** #0 @ 6505.649 ms: miss_ratio = 0.00997, load_admit = 1.000, cache_tp = 42368.297, core_tp = 0.000
  *** #0 @ 7006.015 ms: miss_ratio = 0.00926, load_admit = 1.000, cache_tp = 43815.890, core_tp = 0.000
  *** #0 @ 7506.129 ms: miss_ratio = 0.00864, load_admit = 1.000, cache_tp = 43702.023, core_tp = 0.000
  *** #0 @ 8006.713 ms: miss_ratio = 0.00809, load_admit = 1.000, cache_tp = 43589.074, core_tp = 0.000
  *** #0 @ 8507.127 ms: miss_ratio = 0.00762, load_admit = 1.000, cache_tp = 43332.175, core_tp = 0.000
  *** #0 @ 9007.702 ms: miss_ratio = 0.00720, load_admit = 1.000, cache_tp = 42750.773, core_tp = 0.000
  *** #0 @ 9507.770 ms: miss_ratio = 0.00682, load_admit = 1.000, cache_tp = 42906.240, core_tp = 0.000
  *** #0 @ 10008.013 ms: miss_ratio = 0.00649, load_admit = 1.000, cache_tp = 42667.204, core_tp = 0.000
  *** #0 @ 10508.235 ms: miss_ratio = 0.00618, load_admit = 1.000, cache_tp = 43012.923, core_tp = 0.000
  *** #0 @ 11008.343 ms: miss_ratio = 0.00589, load_admit = 1.000, cache_tp = 43486.649, core_tp = 0.000
  *** #0 @ 11509.058 ms: miss_ratio = 0.00564, load_admit = 1.000, cache_tp = 43497.762, core_tp = 0.000
  *** #0 @ 12009.838 ms: miss_ratio = 0.00540, load_admit = 1.000, cache_tp = 43492.148, core_tp = 0.000
  *** #0 @ 12510.014 ms: miss_ratio = 0.00518, load_admit = 1.000, cache_tp = 43376.754, core_tp = 0.000
  *** #0 @ 13010.604 ms: miss_ratio = 0.00498, load_admit = 1.000, cache_tp = 43436.750, core_tp = 0.000
  *** #0 @ 13510.886 ms: miss_ratio = 0.00480, load_admit = 1.000, cache_tp = 43495.468, core_tp = 0.000
  *** #0 @ 14011.414 ms: miss_ratio = 0.00463, load_admit = 1.000, cache_tp = 43490.032, core_tp = 0.000
  *** #0 @ 14511.555 ms: miss_ratio = 0.00447, load_admit = 1.000, cache_tp = 43667.748, core_tp = 0.000

Measuring delta overhead... (15 - 30 secs)

  ??? #0 @ 15011.968 ms: miss_ratio = 0.00432, load_admit = 1.000, cache_tp = 43707.863, core_tp = 0.000
  ??? #0 @ 15512.571 ms: miss_ratio = 0.00418, load_admit = 1.000, cache_tp = 43331.757, core_tp = 0.000
  ??? #0 @ 16012.968 ms: miss_ratio = 0.00405, load_admit = 1.000, cache_tp = 42614.115, core_tp = 0.000
  ??? #0 @ 16512.977 ms: miss_ratio = 0.00393, load_admit = 1.000, cache_tp = 42447.276, core_tp = 0.000
  ??? #0 @ 17013.013 ms: miss_ratio = 0.00381, load_admit = 1.000, cache_tp = 42644.930, core_tp = 0.000
  ??? #0 @ 17513.120 ms: miss_ratio = 0.00371, load_admit = 1.000, cache_tp = 42854.851, core_tp = 0.000
  ??? #0 @ 18013.773 ms: miss_ratio = 0.00360, load_admit = 1.000, cache_tp = 42296.703, core_tp = 0.000
  ??? #0 @ 18513.922 ms: miss_ratio = 0.00351, load_admit = 1.000, cache_tp = 42283.417, core_tp = 0.000
  ??? #0 @ 19014.084 ms: miss_ratio = 0.00342, load_admit = 1.000, cache_tp = 43361.998, core_tp = 0.000
  ??? #0 @ 19514.321 ms: miss_ratio = 0.00333, load_admit = 1.000, cache_tp = 43907.147, core_tp = 0.000
  ??? #0 @ 20015.065 ms: miss_ratio = 0.00324, load_admit = 1.000, cache_tp = 44046.431, core_tp = 0.000
  ??? #0 @ 20515.519 ms: miss_ratio = 0.00316, load_admit = 1.000, cache_tp = 44016.017, core_tp = 0.000
  ??? #0 @ 21015.580 ms: miss_ratio = 0.00309, load_admit = 1.000, cache_tp = 43914.721, core_tp = 0.000
  ??? #0 @ 21516.291 ms: miss_ratio = 0.00302, load_admit = 1.000, cache_tp = 43977.401, core_tp = 0.000
  ??? #0 @ 22016.876 ms: miss_ratio = 0.00295, load_admit = 1.000, cache_tp = 43932.636, core_tp = 0.000
  ??? #0 @ 22517.437 ms: miss_ratio = 0.00288, load_admit = 1.000, cache_tp = 44518.055, core_tp = 0.000
  ??? #0 @ 23017.582 ms: miss_ratio = 0.00282, load_admit = 1.000, cache_tp = 44643.045, core_tp = 0.000
  ??? #0 @ 23517.992 ms: miss_ratio = 0.00276, load_admit = 1.000, cache_tp = 44579.442, core_tp = 0.000
  ??? #0 @ 24018.295 ms: miss_ratio = 0.00270, load_admit = 1.000, cache_tp = 44612.972, core_tp = 0.000
  ??? #0 @ 24518.823 ms: miss_ratio = 0.00264, load_admit = 1.000, cache_tp = 44640.866, core_tp = 0.000
  ??? #0 @ 25019.416 ms: miss_ratio = 0.00259, load_admit = 1.000, cache_tp = 44619.035, core_tp = 0.000
  ??? #0 @ 25520.007 ms: miss_ratio = 0.00253, load_admit = 1.000, cache_tp = 44611.338, core_tp = 0.000
  ??? #0 @ 26020.170 ms: miss_ratio = 0.00248, load_admit = 1.000, cache_tp = 44577.393, core_tp = 0.000
  ??? #0 @ 26520.594 ms: miss_ratio = 0.00243, load_admit = 1.000, cache_tp = 44370.413, core_tp = 0.000
  ??? #0 @ 27020.922 ms: miss_ratio = 0.00238, load_admit = 1.000, cache_tp = 44027.111, core_tp = 0.000
  ??? #0 @ 27521.492 ms: miss_ratio = 0.00233, load_admit = 1.000, cache_tp = 43997.830, core_tp = 0.000
  ??? #0 @ 28022.080 ms: miss_ratio = 0.00228, load_admit = 1.000, cache_tp = 44036.255, core_tp = 0.000
  ??? #0 @ 28522.754 ms: miss_ratio = 0.00224, load_admit = 1.000, cache_tp = 44364.166, core_tp = 0.000
  ??? #0 @ 29022.854 ms: miss_ratio = 0.00220, load_admit = 1.000, cache_tp = 43655.314, core_tp = 0.000
  ??? #0 @ 29523.490 ms: miss_ratio = 0.00215, load_admit = 1.000, cache_tp = 42817.528, core_tp = 0.000

Start the experiment... (30 - 60 secs)

  ... #370 @ 30023.601 ms: miss_ratio = 0.00211, load_admit = 1.000, cache_tp = 41838.640, core_tp = 0.000
  ... #8490 @ 30524.030 ms: miss_ratio = 0.00207, load_admit = 1.000, cache_tp = 41572.402, core_tp = 0.000
  ... #16610 @ 31024.471 ms: miss_ratio = 0.00203, load_admit = 1.000, cache_tp = 41427.422, core_tp = 0.000
  ... #24720 @ 31524.471 ms: miss_ratio = 0.00199, load_admit = 1.000, cache_tp = 41559.972, core_tp = 0.000
  ... #32840 @ 32024.973 ms: miss_ratio = 0.00195, load_admit = 1.000, cache_tp = 41574.270, core_tp = 0.000
