
Progress:

  ... #1014 @ 500.458 ms: miss_ratio = 0.59880, load_admit = 1.000, cache_tp = 511.531, core_tp = 3996.339
  ... #43090 @ 21009.970 ms: miss_ratio = 0.01425, load_admit = 1.000, cache_tp = 7776.970, core_tp = 0.000
  ... #44145 @ 21510.372 ms: miss_ratio = 0.01391, load_admit = 1.000, cache_tp = 7865.676, core_tp = 0.000
  ... #45191 @ 22010.863 ms: miss_ratio = 0.01359, load_admit = 1.000, cache_tp = 7816.324, core_tp = 0.000
  ... #46240 @ 22511.340 ms: miss_ratio = 0.01328, load_admit = 1.000, cache_tp = 7832.528, core_tp = 0.000
  ... #47282 @ 23011.439 ms: miss_ratio = 0.01299, load_admit = 1.000, cache_tp = 7766.462, core_tp = 0.000
  ... #48335 @ 23511.843 ms: miss_ratio = 0.01270, load_admit = 1.000, cache_tp = 7913.606, core_tp = 0.000
  ... #49388 @ 24012.211 ms: miss_ratio = 0.01243, load_admit = 1.000, cache_tp = 7826.240, core_tp = 0.000
  ... #50434 @ 24512.413 ms: miss_ratio = 0.01217, load_admit = 1.000, cache_tp = 7748.869, core_tp = 0.000
  ... #51488 @ 25012.665 ms: miss_ratio = 0.01193, load_admit = 1.000, cache_tp = 7924.006, core_tp = 0.000
  ... #52548 @ 25512.748 ms: miss_ratio = 0.01168, load_admit = 1.000, cache_tp = 7974.676, core_tp = 0.000
  ... #53607 @ 26012.928 ms: miss_ratio = 0.01145, load_admit = 1.000, cache_tp = 7845.176, core_tp = 0.000
  ... #54663 @ 26513.136 ms: miss_ratio = 0.01123, load_admit = 1.000, cache_tp = 7900.713, core_tp = 0.000
  ... #55714 @ 27013.252 ms: miss_ratio = 0.01102, load_admit = 1.000, cache_tp = 7870.174, core_tp = 0.000
  ... #56757 @ 27513.634 ms: miss_ratio = 0.01082, load_admit = 1.000, cache_tp = 7802.039, core_tp = 0.000
  ... #57809 @ 28013.997 ms: miss_ratio = 0.01062, load_admit = 1.000, cache_tp = 7898.266, core_tp = 0.000
  ... #58868 @ 28514.188 ms: miss_ratio = 0.01043, load_admit = 1.000, cache_tp = 7908.979, core_tp = 0.000
  ... #59920 @ 29014.394 ms: miss_ratio = 0.01025, load_admit = 1.000, cache_tp = 7796.788, core_tp = 0.000
  ... #60968 @ 29514.626 ms: miss_ratio = 0.01007, load_admit = 1.000, cache_tp = 7844.360, core_tp = 0.000
  ... #62013 @ 30014.899 ms: miss_ratio = 0.00990, load_admit = 1.000, cache_tp = 7803.739, core_tp = 0.000
  ... #63061 @ 30515.494 ms: miss_ratio = 0.00974, load_admit = 1.000, cache_tp = 7774.748, core_tp = 0.000
  ... #64112 @ 31015.725 ms: miss_ratio = 0.00958, load_admit = 1.000, cache_tp = 7788.402, core_tp = 0.000
  ... #65173 @ 31515.860 ms: miss_ratio = 0.00942, load_admit = 1.000, cache_tp = 7885.871, core_tp = 0.000
  ... #66236 @ 32016.284 ms: miss_ratio = 0.00927, load_admit = 1.000, cache_tp = 7961.249, core_tp = 0.000
  ... #67296 @ 32516.354 ms: miss_ratio = 0.00912, load_admit = 1.000, cache_tp = 7870.898, core_tp = 0.000
  ... #68342 @ 33016.465 ms: miss_ratio = 0.00898, load_admit = 1.000, cache_tp = 7830.262, core_tp = 0.000
  ... #69409 @ 33517.077 ms: miss_ratio = 0.00885, load_admit = 1.000, cache_tp = 7990.220, core_tp = 0.000
  ... #70464 @ 34017.260 ms: miss_ratio = 0.00871, load_admit = 1.000, cache_tp = 7837.132, core_tp = 0.000
  ... #71546 @ 34517.572 ms: miss_ratio = 0.00858, load_admit = 1.000, cache_tp = 8042.981, core_tp = 0.000
  ... #72604 @ 35017.603 ms: miss_ratio = 0.00846, load_admit = 1.000, cache_tp = 7847.513, core_tp = 0.000
  ... #73665 @ 35517.966 ms: miss_ratio = 0.00834, load_admit = 1.000, cache_tp = 7906.260, core_tp = 0.000
  ... #74723 @ 36018.315 ms: miss_ratio = 0.00822, load_admit = 1.000, cache_tp = 7938.459, core_tp = 0.000
  ... #75776 @ 36518.450 ms: miss_ratio = 0.00810, load_admit = 1.000, cache_tp = 7869.875, core_tp = 0.000
  ... #76834 @ 37018.595 ms: miss_ratio = 0.00799, load_admit = 1.000, cache_tp = 7861.720, core_tp = 0.000
  ... #77887 @ 37518.760 ms: miss_ratio = 0.00788, load_admit = 1.000, cache_tp = 7957.374, core_tp = 0.000
  ... #78948 @ 38019.148 ms: miss_ratio = 0.00778, load_admit = 1.000, cache_tp = 7969.815, core_tp = 0.000
  ... #80004 @ 38519.476 ms: miss_ratio = 0.00767, load_admit = 1.000, cache_tp = 7786.892, core_tp = 0.000
  ... #81058 @ 39019.854 ms: miss_ratio = 0.00757, load_admit = 1.000, cache_tp = 7866.053, core_tp = 0.000
  ... #82110 @ 39520.312 ms: miss_ratio = 0.00748, load_admit = 1.000, cache_tp = 7904.759, core_tp = 0.000
  ... #83161 @ 40020.809 ms: miss_ratio = 0.00738, load_admit = 1.000, cache_tp = 7896.151, core_tp = 0.000
  ... #84221 @ 40521.140 ms: miss_ratio = 0.00729, load_admit = 1.000, cache_tp = 7962.729, core_tp = 0.000
  ... #85264 @ 41021.248 ms: miss_ratio = 0.00720, load_admit = 1.000, cache_tp = 7750.326, core_tp = 0.000
  ... #86323 @ 41521.541 ms: miss_ratio = 0.00711, load_admit = 1.000, cache_tp = 7907.366, core_tp = 0.000
  ... #87386 @ 42021.859 ms: miss_ratio = 0.00703, load_admit = 1.000, cache_tp = 7930.956, core_tp = 0.000
  ... #88447 @ 42522.267 ms: miss_ratio = 0.00694, load_admit = 1.000, cache_tp = 7913.543, core_tp = 0.000
  ... #89503 @ 43022.779 ms: miss_ratio = 0.00686, load_admit = 1.000, cache_tp = 7855.956, core_tp = 0.000
  ... #90553 @ 43523.050 ms: miss_ratio = 0.00678, load_admit = 1.000, cache_tp = 7835.753, core_tp = 0.000
  ... #91602 @ 44023.324 ms: miss_ratio = 0.00670, load_admit = 1.000, cache_tp = 7787.732, core_tp = 0.000
  ... #92657 @ 44523.430 ms: miss_ratio = 0.00663, load_admit = 1.000, cache_tp = 7958.313, core_tp = 0.000
  ... #93724 @ 45023.970 ms: miss_ratio = 0.00655, load_admit = 1.000, cache_tp = 7927.438, core_tp = 0.000
  ... #94777 @ 45524.051 ms: miss_ratio = 0.00648, load_admit = 1.000, cache_tp = 7830.731, core_tp = 0.000
  ... #95816 @ 46024.358 ms: miss_ratio = 0.00641, load_admit = 1.000, cache_tp = 7771.228, core_tp = 0.000
  ... #96872 @ 46524.574 ms: miss_ratio = 0.00634, load_admit = 1.000, cache_tp = 7884.594, core_tp = 0.000
  ... #97914 @ 47024.607 ms: miss_ratio = 0.00627, load_admit = 1.000, cache_tp = 7783.486, core_tp = 0.000
  ... #98964 @ 47524.894 ms: miss_ratio = 0.00620, load_admit = 1.000, cache_tp = 7795.525, core_tp = 0.000
  ... #100018 @ 48024.922 ms: miss_ratio = 0.00614, load_admit = 1.000, cache_tp = 7807.563, core_tp = 0.000
  ... #101071 @ 48525.010 ms: miss_ratio = 0.00607, load_admit = 1.000, cache_tp = 7886.612, core_tp = 0.000
  ... #102124 @ 49025.159 ms: miss_ratio = 0.00601, load_admit = 1.000, cache_tp = 7853.660, core_tp = 0.000
  ... #103170 @ 49525.311 ms: miss_ratio = 0.00595, load_admit = 1.000, cache_tp = 7885.603, core_tp = 0.000
  ... #104218 @ 50025.668 ms: miss_ratio = 0.00589, load_admit = 1.000, cache_tp = 7850.395, core_tp = 0.000
  ... #105265 @ 50525.716 ms: miss_ratio = 0.00583, load_admit = 1.000, cache_tp = 7791.252, core_tp = 0.000
  ... #106312 @ 51026.227 ms: miss_ratio = 0.00578, load_admit = 1.000, cache_tp = 7800.028, core_tp = 0.000
  ... #107354 @ 51526.622 ms: miss_ratio = 0.00572, load_admit = 1.000, cache_tp = 7761.868, core_tp = 0.000
  ... #108397 @ 52026.723 ms: miss_ratio = 0.00566, load_admit = 1.000, cache_tp = 7806.423, core_tp = 0.000
  ... #109450 @ 52526.727 ms: miss_ratio = 0.00561, load_admit = 1.000, cache_tp = 7831.937, core_tp = 0.000
  ... #110501 @ 53027.086 ms: miss_ratio = 0.00556, load_admit = 1.000, cache_tp = 7802.398, core_tp = 0.000
  ... #111550 @ 53527.419 ms: miss_ratio = 0.00550, load_admit = 1.000, cache_tp = 7810.798, core_tp = 0.000
  ... #112607 @ 54027.431 ms: miss_ratio = 0.00545, load_admit = 1.000, cache_tp = 7879.811, core_tp = 0.000
  ... #113678 @ 54527.766 ms: miss_ratio = 0.00540, load_admit = 1.000, cache_tp = 7986.649, core_tp = 0.000
  ... #114738 @ 55028.058 ms: miss_ratio = 0.00535, load_admit = 1.000, cache_tp = 7955.354, core_tp = 0.000
  ... #115801 @ 55528.352 ms: miss_ratio = 0.00530, load_admit = 1.000, cache_tp = 7963.318, core_tp = 0.000
  ... #116884 @ 56028.875 ms: miss_ratio = 0.00525, load_admit = 1.000, cache_tp = 8167.457, core_tp = 0.000
  ... #117953 @ 56528.926 ms: miss_ratio = 0.00521, load_admit = 1.000, cache_tp = 8047.179, core_tp = 0.000
  ... #119017 @ 57029.004 ms: miss_ratio = 0.00516, load_admit = 1.000, cache_tp = 7918.765, core_tp = 0.000
  ... #120064 @ 57529.384 ms: miss_ratio = 0.00511, load_admit = 1.000, cache_tp = 7802.070, core_tp = 0.000
  ... #121109 @ 58029.870 ms: miss_ratio = 0.00507, load_admit = 1.000, cache_tp = 7824.395, core_tp = 0.000
  ... #122182 @ 58530.164 ms: miss_ratio = 0.00503, load_admit = 1.000, cache_tp = 7979.308, core_tp = 0.000
  ... #123246 @ 59030.545 ms: miss_ratio = 0.00498, load_admit = 1.000, cache_tp = 7969.927, core_tp = 0.000
  ... #124296 @ 59530.914 ms: miss_ratio = 0.00494, load_admit = 1.000, cache_tp = 7882.183, core_tp = 0.000
  ... #125348 @ 60031.082 ms: miss_ratio = 0.00490, load_admit = 1.000, cache_tp = 7797.380, core_tp = 0.000
  ... #126405 @ 60531.131 ms: miss_ratio = 0.00486, load_admit = 1.000, cache_tp = 7895.226, core_tp = 0.000
  ... #127457 @ 61031.272 ms: miss_ratio = 0.00482, load_admit = 1.000, cache_tp = 7829.792, core_tp = 0.000
  ... #128511 @ 61531.447 ms: miss_ratio = 0.00478, load_admit = 1.000, cache_tp = 7869.246, core_tp = 0.000
  ... #129571 @ 62031.897 ms: miss_ratio = 0.00474, load_admit = 1.000, cache_tp = 7936.857, core_tp = 0.000
  ... #130624 @ 62532.192 ms: miss_ratio = 0.00470, load_admit = 1.000, cache_tp = 7883.349, core_tp = 0.000
  ... #131676 @ 63032.585 ms: miss_ratio = 0.00466, load_admit = 1.000, cache_tp = 7857.824, core_tp = 0.000
  ... #132732 @ 63532.672 ms: miss_ratio = 0.00463, load_admit = 1.000, cache_tp = 7870.631, core_tp = 0.000
  ... #133772 @ 64032.673 ms: miss_ratio = 0.00459, load_admit = 1.000, cache_tp = 7839.984, core_tp = 0.000
  ... #134823 @ 64533.018 ms: miss_ratio = 0.00455, load_admit = 1.000, cache_tp = 7810.611, core_tp = 0.000
  ... #135875 @ 65033.248 ms: miss_ratio = 0.00452, load_admit = 1.000, cache_tp = 7828.399, core_tp = 0.000
  ... #136923 @ 65533.581 ms: miss_ratio = 0.00448, load_admit = 1.000, cache_tp = 7810.798, core_tp = 0.000
  ... #137966 @ 66033.904 ms: miss_ratio = 0.00445, load_admit = 1.000, cache_tp = 7810.954, core_tp = 0.000
  ... #139028 @ 66533.934 ms: miss_ratio = 0.00442, load_admit = 1.000, cache_tp = 7823.531, core_tp = 0.000
  ... #140074 @ 67034.223 ms: miss_ratio = 0.00438, load_admit = 1.000, cache_tp = 7803.490, core_tp = 0.000
  ... #141117 @ 67534.288 ms: miss_ratio = 0.00435, load_admit = 1.000, cache_tp = 7734.994, core_tp = 0.000
  ... #142157 @ 68034.328 ms: miss_ratio = 0.00432, load_admit = 1.000, cache_tp = 7767.379, core_tp = 0.000
  ... #143214 @ 68534.553 ms: miss_ratio = 0.00429, load_admit = 1.000, cache_tp = 7828.477, core_tp = 0.000
  ... #144267 @ 69034.646 ms: miss_ratio = 0.00426, load_admit = 1.000, cache_tp = 7894.532, core_tp = 0.000
  ... #145317 @ 69534.918 ms: miss_ratio = 0.00423, load_admit = 1.000, cache_tp = 7787.763, core_tp = 0.000
  ... #146365 @ 70035.028 ms: miss_ratio = 0.00419, load_admit = 1.000, cache_tp = 7798.284, core_tp = 0.000
  ... #147411 @ 70535.380 ms: miss_ratio = 0.00417, load_admit = 1.000, cache_tp = 7810.501, core_tp = 0.000
  ... #148454 @ 71035.579 ms: miss_ratio = 0.00414, load_admit = 1.000, cache_tp = 7756.913, core_tp = 0.000
  ... #149498 @ 71535.917 ms: miss_ratio = 0.00411, load_admit = 1.000, cache_tp = 7810.720, core_tp = 0.000
  ... #150545 @ 72036.356 ms: miss_ratio = 0.00408, load_admit = 1.000, cache_tp = 7801.151, core_tp = 0.000
  ... #151591 @ 72536.628 ms: miss_ratio = 0.00405, load_admit = 1.000, cache_tp = 7811.750, core_tp = 0.000
  ... #152652 @ 73036.770 ms: miss_ratio = 0.00402, load_admit = 1.000, cache_tp = 7909.754, core_tp = 0.000
  ... #153700 @ 73536.935 ms: miss_ratio = 0.00399, load_admit = 1.000, cache_tp = 7885.398, core_tp = 0.000
  ... #154755 @ 74037.344 ms: miss_ratio = 0.00397, load_admit = 1.000, cache_tp = 7857.573, core_tp = 0.000
  ... #155799 @ 74537.428 ms: miss_ratio = 0.00394, load_admit = 1.000, cache_tp = 7774.694, core_tp = 0.000
  ... #156839 @ 75037.588 ms: miss_ratio = 0.00391, load_admit = 1.000, cache_tp = 7789.507, core_tp = 0.000
  ... #157892 @ 75537.996 ms: miss_ratio = 0.00389, load_admit = 1.000, cache_tp = 7889.562, core_tp = 0.000
  ... #158933 @ 76038.164 ms: miss_ratio = 0.00386, load_admit = 1.000, cache_tp = 7773.388, core_tp = 0.000
  ... #159983 @ 76538.356 ms: miss_ratio = 0.00384, load_admit = 1.000, cache_tp = 7813.000, core_tp = 0.000
  ... #161019 @ 77038.691 ms: miss_ratio = 0.00381, load_admit = 1.000, cache_tp = 7778.788, core_tp = 0.000
  ... #162057 @ 77538.733 ms: miss_ratio = 0.00379, load_admit = 1.000, cache_tp = 7855.340, core_tp = 0.000
  ... #163107 @ 78038.891 ms: miss_ratio = 0.00376, load_admit = 1.000, cache_tp = 7781.541, core_tp = 0.000
  ... #164158 @ 78539.328 ms: miss_ratio = 0.00374, load_admit = 1.000, cache_tp = 7865.126, core_tp = 0.000
  ... #165194 @ 79039.539 ms: miss_ratio = 0.00372, load_admit = 1.000, cache_tp = 7772.720, core_tp = 0.000
  ... #166238 @ 79539.562 ms: miss_ratio = 0.00369, load_admit = 1.000, cache_tp = 7783.642, core_tp = 0.000
  ... #167290 @ 80040.079 ms: miss_ratio = 0.00367, load_admit = 1.000, cache_tp = 7863.869, core_tp = 0.000
  ... #168333 @ 80540.104 ms: miss_ratio = 0.00365, load_admit = 1.000, cache_tp = 7791.610, core_tp = 0.000
  ... #169385 @ 81040.207 ms: miss_ratio = 0.00362, load_admit = 1.000, cache_tp = 7830.387, core_tp = 0.000
  ... #170435 @ 81540.475 ms: miss_ratio = 0.00360, load_admit = 1.000, cache_tp = 7835.800, core_tp = 0.000
  ... #171485 @ 82041.069 ms: miss_ratio = 0.00358, load_admit = 1.000, cache_tp = 7798.735, core_tp = 0.000
  ... #172544 @ 82541.195 ms: miss_ratio = 0.00356, load_admit = 1.000, cache_tp = 7870.017, core_tp = 0.000
  ... #173601 @ 83041.294 ms: miss_ratio = 0.00354, load_admit = 1.000, cache_tp = 7822.451, core_tp = 0.000
  ... #174649 @ 83541.344 ms: miss_ratio = 0.00352, load_admit = 1.000, cache_tp = 7831.217, core_tp = 0.000
  ... #175698 @ 84041.533 ms: miss_ratio = 0.00349, load_admit = 1.000, cache_tp = 7813.047, core_tp = 0.000
  ... #176745 @ 84541.859 ms: miss_ratio = 0.00347, load_admit = 1.000, cache_tp = 7834.892, core_tp = 0.000
  ... #177794 @ 85042.225 ms: miss_ratio = 0.00345, load_admit = 1.000, cache_tp = 7826.271, core_tp = 0.000
  ... #178843 @ 85542.717 ms: miss_ratio = 0.00343, load_admit = 1.000, cache_tp = 7824.301, core_tp = 0.000
  ... #179893 @ 86042.773 ms: miss_ratio = 0.00341, load_admit = 1.000, cache_tp = 7831.123, core_tp = 0.000
  ... #180941 @ 86542.895 ms: miss_ratio = 0.00339, load_admit = 1.000, cache_tp = 7766.105, core_tp = 0.000
  ... #181989 @ 87043.210 ms: miss_ratio = 0.00337, load_admit = 1.000, cache_tp = 7787.094, core_tp = 0.000
  ... #183041 @ 87543.499 ms: miss_ratio = 0.00335, load_admit = 1.000, cache_tp = 7827.476, core_tp = 0.000
  ... #184085 @ 88043.522 ms: miss_ratio = 0.00334, load_admit = 1.000, cache_tp = 7807.641, core_tp = 0.000
  ... #185129 @ 88543.935 ms: miss_ratio = 0.00332, load_admit = 1.000, cache_tp = 7801.556, core_tp = 0.000
  ... #186171 @ 89044.452 ms: miss_ratio = 0.00330, load_admit = 1.000, cache_tp = 7743.993, core_tp = 0.000
  ... #187204 @ 89544.747 ms: miss_ratio = 0.00328, load_admit = 1.000, cache_tp = 7771.415, core_tp = 0.000
  ... #188244 @ 90044.763 ms: miss_ratio = 0.00326, load_admit = 1.000, cache_tp = 7775.751, core_tp = 0.000
  ... #189296 @ 90544.819 ms: miss_ratio = 0.00324, load_admit = 1.000, cache_tp = 7847.121, core_tp = 0.000
  ... #190340 @ 91044.910 ms: miss_ratio = 0.00323, load_admit = 1.000, cache_tp = 7774.585, core_tp = 0.000
  ... #191390 @ 91545.084 ms: miss_ratio = 0.00321, load_admit = 1.000, cache_tp = 7765.298, core_tp = 0.000
  ... #192436 @ 92045.225 ms: miss_ratio = 0.00319, load_admit = 1.000, cache_tp = 7789.803, core_tp = 0.000
  ... #193491 @ 92545.580 ms: miss_ratio = 0.00317, load_admit = 1.000, cache_tp = 7842.432, core_tp = 0.000
  ... #194544 @ 93045.652 ms: miss_ratio = 0.00316, load_admit = 1.000, cache_tp = 7790.878, core_tp = 0.000
  ... #195587 @ 93545.931 ms: miss_ratio = 0.00314, load_admit = 1.000, cache_tp = 7771.663, core_tp = 0.000
  ... #196645 @ 94046.283 ms: miss_ratio = 0.00312, load_admit = 1.000, cache_tp = 7866.462, core_tp = 0.000
  ... #197698 @ 94546.458 ms: miss_ratio = 0.00311, load_admit = 1.000, cache_tp = 7773.279, core_tp = 0.000
  ... #198750 @ 95046.516 ms: miss_ratio = 0.00309, load_admit = 1.000, cache_tp = 7759.100, core_tp = 0.000
  ... #199787 @ 95546.789 ms: miss_ratio = 0.00307, load_admit = 1.000, cache_tp = 7755.765, core_tp = 0.000
  ... #200843 @ 96047.087 ms: miss_ratio = 0.00306, load_admit = 1.000, cache_tp = 7931.273, core_tp = 0.000
  ... #201888 @ 96547.389 ms: miss_ratio = 0.00304, load_admit = 1.000, cache_tp = 7779.301, core_tp = 0.000
  ... #202937 @ 97047.473 ms: miss_ratio = 0.00303, load_admit = 1.000, cache_tp = 7798.690, core_tp = 0.000
  ... #203994 @ 97547.958 ms: miss_ratio = 0.00301, load_admit = 1.000, cache_tp = 7880.356, core_tp = 0.000
  ... #205042 @ 98048.219 ms: miss_ratio = 0.00299, load_admit = 1.000, cache_tp = 7827.914, core_tp = 0.000
  ... #206091 @ 98548.593 ms: miss_ratio = 0.00298, load_admit = 1.000, cache_tp = 7786.176, core_tp = 0.000
  ... #207141 @ 99048.940 ms: miss_ratio = 0.00296, load_admit = 1.000, cache_tp = 7762.613, core_tp = 0.000
  ... #208190 @ 99549.487 ms: miss_ratio = 0.00295, load_admit = 1.000, cache_tp = 7871.389, core_tp = 0.000
  ... #209231 @ 100049.870 ms: miss_ratio = 0.00293, load_admit = 1.000, cache_tp = 7778.042, core_tp = 0.000
  ... #210272 @ 100550.143 ms: miss_ratio = 0.00292, load_admit = 1.000, cache_tp = 7803.739, core_tp = 0.000
  ... #211313 @ 101050.225 ms: miss_ratio = 0.00291, load_admit = 1.000, cache_tp = 7822.717, core_tp = 0.000
  ... #212355 @ 101550.555 ms: miss_ratio = 0.00289, load_admit = 1.000, cache_tp = 7770.871, core_tp = 0.000
  ... #213404 @ 102050.995 ms: miss_ratio = 0.00288, load_admit = 1.000, cache_tp = 7857.086, core_tp = 0.000
  ... #214452 @ 102550.997 ms: miss_ratio = 0.00286, load_admit = 1.000, cache_tp = 7831.969, core_tp = 0.000
  ... #215494 @ 103051.425 ms: miss_ratio = 0.00285, load_admit = 1.000, cache_tp = 7753.363, core_tp = 0.000
  ... #216550 @ 103551.575 ms: miss_ratio = 0.00284, load_admit = 1.000, cache_tp = 7869.639, core_tp = 0.000
  ... #217587 @ 104051.915 ms: miss_ratio = 0.00282, load_admit = 1.000, cache_tp = 7754.727, core_tp = 0.000
  ... #218632 @ 104551.933 ms: miss_ratio = 0.00281, load_admit = 1.000, cache_tp = 7823.718, core_tp = 0.000
  ... #219680 @ 105052.285 ms: miss_ratio = 0.00279, load_admit = 1.000, cache_tp = 7818.496, core_tp = 0.000
  ... #220726 @ 105552.597 ms: miss_ratio = 0.00278, load_admit = 1.000, cache_tp = 7803.131, core_tp = 0.000
  ... #221768 @ 106052.869 ms: miss_ratio = 0.00277, load_admit = 1.000, cache_tp = 7763.777, core_tp = 0.000
  ... #222807 @ 106553.198 ms: miss_ratio = 0.00276, load_admit = 1.000, cache_tp = 7754.897, core_tp = 0.000
  ... #223854 @ 107053.723 ms: miss_ratio = 0.00274, load_admit = 1.000, cache_tp = 7847.760, core_tp = 0.000
  ... #224899 @ 107553.834 ms: miss_ratio = 0.00273, load_admit = 1.000, cache_tp = 7870.253, core_tp = 0.000
  ... #225948 @ 108054.033 ms: miss_ratio = 0.00272, load_admit = 1.000, cache_tp = 7820.887, core_tp = 0.000
  ... #227000 @ 108554.302 ms: miss_ratio = 0.00270, load_admit = 1.000, cache_tp = 7787.810, core_tp = 0.000
  ... #228057 @ 109054.555 ms: miss_ratio = 0.00269, load_admit = 1.000, cache_tp = 7860.023, core_tp = 0.000
  ... #229092 @ 109554.737 ms: miss_ratio = 0.00268, load_admit = 1.000, cache_tp = 7789.165, core_tp = 0.000
  ... #230143 @ 110054.770 ms: miss_ratio = 0.00267, load_admit = 1.000, cache_tp = 7831.483, core_tp = 0.000
  ... #231196 @ 110554.862 ms: miss_ratio = 0.00266, load_admit = 1.000, cache_tp = 7806.564, core_tp = 0.000
