
Progress:

  ... #1521 @ 500.169 ms: miss_ratio = 0.51619, load_admit = 1.000, cache_tp = 695.765, core_tp = 4590.448
  ... #351693 @ 111035.885 ms: miss_ratio = 0.00175, load_admit = 1.000, cache_tp = 8167.673, core_tp = 0.000
  ... #353247 @ 111535.895 ms: miss_ratio = 0.00174, load_admit = 1.000, cache_tp = 8167.837, core_tp = 0.000
  ... #354815 @ 112035.942 ms: miss_ratio = 0.00173, load_admit = 1.000, cache_tp = 8191.230, core_tp = 0.000
  ... #356385 @ 112535.964 ms: miss_ratio = 0.00172, load_admit = 1.000, cache_tp = 8207.639, core_tp = 0.000
  ... #357960 @ 113036.230 ms: miss_ratio = 0.00172, load_admit = 1.000, cache_tp = 8251.610, core_tp = 0.000
  ... #359527 @ 113536.300 ms: miss_ratio = 0.00171, load_admit = 1.000, cache_tp = 8158.858, core_tp = 0.000
  ... #361099 @ 114036.464 ms: miss_ratio = 0.00170, load_admit = 1.000, cache_tp = 8189.314, core_tp = 0.000
  ... #362670 @ 114536.676 ms: miss_ratio = 0.00169, load_admit = 1.000, cache_tp = 8204.521, core_tp = 0.000
  ... #364227 @ 115036.798 ms: miss_ratio = 0.00169, load_admit = 1.000, cache_tp = 8182.004, core_tp = 0.000
  ... #365794 @ 115536.931 ms: miss_ratio = 0.00168, load_admit = 1.000, cache_tp = 8205.817, core_tp = 0.000
  ... #367365 @ 116037.124 ms: miss_ratio = 0.00167, load_admit = 1.000, cache_tp = 8204.833, core_tp = 0.000
  ... #368928 @ 116537.219 ms: miss_ratio = 0.00166, load_admit = 1.000, cache_tp = 8142.453, core_tp = 0.000
  ... #370487 @ 117037.499 ms: miss_ratio = 0.00166, load_admit = 1.000, cache_tp = 8195.411, core_tp = 0.000
  ... #372053 @ 117537.802 ms: miss_ratio = 0.00165, load_admit = 1.000, cache_tp = 8163.053, core_tp = 0.000
  ... #373609 @ 118038.041 ms: miss_ratio = 0.00164, load_admit = 1.000, cache_tp = 8164.098, core_tp = 0.000
  ... #375163 @ 118538.087 ms: miss_ratio = 0.00164, load_admit = 1.000, cache_tp = 8143.251, core_tp = 0.000
  ... #376733 @ 119038.368 ms: miss_ratio = 0.00163, load_admit = 1.000, cache_tp = 8179.403, core_tp = 0.000
  ... #378293 @ 119538.475 ms: miss_ratio = 0.00162, load_admit = 1.000, cache_tp = 8166.252, core_tp = 0.000
  ... #379862 @ 120038.713 ms: miss_ratio = 0.00162, load_admit = 1.000, cache_tp = 8228.083, core_tp = 0.000
  ... #381420 @ 120538.736 ms: miss_ratio = 0.00161, load_admit = 1.000, cache_tp = 8151.625, core_tp = 0.000
  ... #382984 @ 121038.972 ms: miss_ratio = 0.00160, load_admit = 1.000, cache_tp = 8172.143, core_tp = 0.000
  ... #384552 @ 121539.004 ms: miss_ratio = 0.00160, load_admit = 1.000, cache_tp = 8199.475, core_tp = 0.000
  ... #386120 @ 122039.166 ms: miss_ratio = 0.00159, load_admit = 1.000, cache_tp = 8189.347, core_tp = 0.000
  ... #387719 @ 122539.301 ms: miss_ratio = 0.00158, load_admit = 1.000, cache_tp = 8549.692, core_tp = 0.000
  ... #389315 @ 123039.490 ms: miss_ratio = 0.00158, load_admit = 1.000, cache_tp = 8452.805, core_tp = 0.000
  ... #390871 @ 123539.738 ms: miss_ratio = 0.00157, load_admit = 1.000, cache_tp = 8123.971, core_tp = 0.000
  ... #392438 @ 124039.808 ms: miss_ratio = 0.00156, load_admit = 1.000, cache_tp = 8190.853, core_tp = 0.000
  ... #393997 @ 124540.088 ms: miss_ratio = 0.00156, load_admit = 1.000, cache_tp = 8155.433, core_tp = 0.000
  ... #395556 @ 125040.132 ms: miss_ratio = 0.00155, load_admit = 1.000, cache_tp = 8191.279, core_tp = 0.000
  ... #397117 @ 125540.395 ms: miss_ratio = 0.00155, load_admit = 1.000, cache_tp = 8115.731, core_tp = 0.000
  ... #398682 @ 126040.676 ms: miss_ratio = 0.00154, load_admit = 1.000, cache_tp = 8147.421, core_tp = 0.000
  ... #400295 @ 126540.784 ms: miss_ratio = 0.00153, load_admit = 1.000, cache_tp = 8558.151, core_tp = 0.000
  ... #401910 @ 127040.853 ms: miss_ratio = 0.00153, load_admit = 1.000, cache_tp = 8486.829, core_tp = 0.000
  ... #403489 @ 127541.131 ms: miss_ratio = 0.00152, load_admit = 1.000, cache_tp = 8291.390, core_tp = 0.000
  ... #405053 @ 128041.170 ms: miss_ratio = 0.00152, load_admit = 1.000, cache_tp = 8151.364, core_tp = 0.000
  ... #406628 @ 128541.371 ms: miss_ratio = 0.00151, load_admit = 1.000, cache_tp = 8236.689, core_tp = 0.000
  ... #408198 @ 129041.378 ms: miss_ratio = 0.00150, load_admit = 1.000, cache_tp = 8183.885, core_tp = 0.000
  ... #409760 @ 129541.579 ms: miss_ratio = 0.00150, load_admit = 1.000, cache_tp = 8180.711, core_tp = 0.000
  ... #411332 @ 130042.055 ms: miss_ratio = 0.00149, load_admit = 1.000, cache_tp = 8248.148, core_tp = 0.000
  ... #412939 @ 130542.137 ms: miss_ratio = 0.00149, load_admit = 1.000, cache_tp = 8478.610, core_tp = 0.000
  ... #414535 @ 131042.255 ms: miss_ratio = 0.00148, load_admit = 1.000, cache_tp = 8398.018, core_tp = 0.000
  ... #416104 @ 131542.500 ms: miss_ratio = 0.00148, load_admit = 1.000, cache_tp = 8203.980, core_tp = 0.000
  ... #417702 @ 132042.584 ms: miss_ratio = 0.00147, load_admit = 1.000, cache_tp = 8446.581, core_tp = 0.000
  ... #419275 @ 132542.631 ms: miss_ratio = 0.00146, load_admit = 1.000, cache_tp = 8231.226, core_tp = 0.000
  ... #420832 @ 133042.664 ms: miss_ratio = 0.00146, load_admit = 1.000, cache_tp = 8199.459, core_tp = 0.000
  ... #422403 @ 133542.715 ms: miss_ratio = 0.00145, load_admit = 1.000, cache_tp = 8239.160, core_tp = 0.000
  ... #423995 @ 134042.875 ms: miss_ratio = 0.00145, load_admit = 1.000, cache_tp = 8357.326, core_tp = 0.000
  ... #425635 @ 134543.155 ms: miss_ratio = 0.00144, load_admit = 1.000, cache_tp = 8651.155, core_tp = 0.000
  ... #427240 @ 135043.389 ms: miss_ratio = 0.00144, load_admit = 1.000, cache_tp = 8468.037, core_tp = 0.000
  ... #428815 @ 135543.419 ms: miss_ratio = 0.00143, load_admit = 1.000, cache_tp = 8255.505, core_tp = 0.000
  ... #430422 @ 136043.658 ms: miss_ratio = 0.00143, load_admit = 1.000, cache_tp = 8467.952, core_tp = 0.000
  ... #432047 @ 136543.671 ms: miss_ratio = 0.00142, load_admit = 1.000, cache_tp = 8551.778, core_tp = 0.000
  ... #433635 @ 137043.967 ms: miss_ratio = 0.00142, load_admit = 1.000, cache_tp = 8307.082, core_tp = 0.000
  ... #435266 @ 137544.155 ms: miss_ratio = 0.00141, load_admit = 1.000, cache_tp = 8580.774, core_tp = 0.000
  ... #436883 @ 138044.334 ms: miss_ratio = 0.00141, load_admit = 1.000, cache_tp = 8484.962, core_tp = 0.000
  ... #438451 @ 138544.399 ms: miss_ratio = 0.00140, load_admit = 1.000, cache_tp = 8174.937, core_tp = 0.000
  ... #440106 @ 139044.679 ms: miss_ratio = 0.00140, load_admit = 1.000, cache_tp = 8891.021, core_tp = 0.000
  ... #441749 @ 139544.964 ms: miss_ratio = 0.00139, load_admit = 1.000, cache_tp = 8691.046, core_tp = 0.000
  ... #443365 @ 140045.088 ms: miss_ratio = 0.00138, load_admit = 1.000, cache_tp = 8453.903, core_tp = 0.000
  ... #445001 @ 140545.245 ms: miss_ratio = 0.00138, load_admit = 1.000, cache_tp = 8605.298, core_tp = 0.000
  ... #446617 @ 141045.255 ms: miss_ratio = 0.00137, load_admit = 1.000, cache_tp = 8511.830, core_tp = 0.000
  ... #448234 @ 141545.461 ms: miss_ratio = 0.00137, load_admit = 1.000, cache_tp = 8548.478, core_tp = 0.000
  ... #449840 @ 142045.582 ms: miss_ratio = 0.00136, load_admit = 1.000, cache_tp = 8461.952, core_tp = 0.000
  ... #451431 @ 142545.668 ms: miss_ratio = 0.00136, load_admit = 1.000, cache_tp = 8334.566, core_tp = 0.000
  ... #453049 @ 143045.914 ms: miss_ratio = 0.00136, load_admit = 1.000, cache_tp = 8483.826, core_tp = 0.000
  ... #454630 @ 143546.074 ms: miss_ratio = 0.00135, load_admit = 1.000, cache_tp = 8253.359, core_tp = 0.000
  ... #456241 @ 144046.297 ms: miss_ratio = 0.00135, load_admit = 1.000, cache_tp = 8476.220, core_tp = 0.000
  ... #457879 @ 144546.548 ms: miss_ratio = 0.00134, load_admit = 1.000, cache_tp = 8707.629, core_tp = 0.000
  ... #459495 @ 145046.587 ms: miss_ratio = 0.00134, load_admit = 1.000, cache_tp = 8511.336, core_tp = 0.000
  ... #461130 @ 145546.883 ms: miss_ratio = 0.00133, load_admit = 1.000, cache_tp = 8626.893, core_tp = 0.000
  ... #462752 @ 146047.033 ms: miss_ratio = 0.00133, load_admit = 1.000, cache_tp = 8517.445, core_tp = 0.000
  ... #464335 @ 146547.103 ms: miss_ratio = 0.00132, load_admit = 1.000, cache_tp = 8310.836, core_tp = 0.000
  ... #465902 @ 147047.261 ms: miss_ratio = 0.00132, load_admit = 1.000, cache_tp = 8157.422, core_tp = 0.000
  ... #467473 @ 147547.394 ms: miss_ratio = 0.00131, load_admit = 1.000, cache_tp = 8189.822, core_tp = 0.000
  ... #469023 @ 148047.611 ms: miss_ratio = 0.00131, load_admit = 1.000, cache_tp = 8108.481, core_tp = 0.000
  ... #470599 @ 148547.729 ms: miss_ratio = 0.00130, load_admit = 1.000, cache_tp = 8278.046, core_tp = 0.000
  ... #472179 @ 149047.746 ms: miss_ratio = 0.00130, load_admit = 1.000, cache_tp = 8359.716, core_tp = 0.000
  ... #473743 @ 149547.930 ms: miss_ratio = 0.00130, load_admit = 1.000, cache_tp = 8149.001, core_tp = 0.000
  ... #475167 @ 150000.431 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 8256.000, core_tp = 0.000
  ... #475167 @ 150500.737 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7272.000, core_tp = 0.000
  ... #475167 @ 151000.839 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7480.000, core_tp = 0.000
  ... #475167 @ 151500.977 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7544.000, core_tp = 0.000
  ... #475167 @ 152001.132 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7504.000, core_tp = 0.000
  ... #475167 @ 152501.353 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7488.000, core_tp = 0.000
  ... #475167 @ 153001.463 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7528.000, core_tp = 0.000
  ... #475167 @ 153501.571 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7512.000, core_tp = 0.000
  ... #475167 @ 154001.680 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7560.000, core_tp = 0.000
  ... #475167 @ 154501.760 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7648.000, core_tp = 0.000
  ... #475167 @ 155001.870 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7552.000, core_tp = 0.000
  ... #475167 @ 155501.979 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7568.000, core_tp = 0.000
  ... #475167 @ 156002.112 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 8440.000, core_tp = 0.000
  ... #475167 @ 156502.247 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7296.000, core_tp = 0.000
  ... #475167 @ 157002.351 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7480.000, core_tp = 0.000
  ... #475167 @ 157502.461 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7560.000, core_tp = 0.000
  ... #475167 @ 158002.693 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7544.000, core_tp = 0.000
  ... #475167 @ 158502.807 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7504.000, core_tp = 0.000
  ... #475167 @ 159002.974 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7536.000, core_tp = 0.000
  ... #475167 @ 159503.089 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7520.000, core_tp = 0.000
  ... #475167 @ 160003.197 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7600.000, core_tp = 0.000
  ... #475167 @ 160503.309 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7576.000, core_tp = 0.000
  ... #475167 @ 161003.442 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7552.000, core_tp = 0.000
  ... #475167 @ 161503.664 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7560.000, core_tp = 0.000
  ... #475167 @ 162003.778 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7552.000, core_tp = 0.000
  ... #475167 @ 162503.917 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7576.000, core_tp = 0.000
  ... #475167 @ 163004.027 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7536.000, core_tp = 0.000
  ... #475167 @ 163504.135 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7544.000, core_tp = 0.000
  ... #475167 @ 164004.246 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7520.000, core_tp = 0.000
  ... #475167 @ 164504.389 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7552.000, core_tp = 0.000
  ... #475167 @ 165004.546 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7512.000, core_tp = 0.000
  ... #475167 @ 165504.671 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7528.000, core_tp = 0.000
  ... #475167 @ 166004.817 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7528.000, core_tp = 0.000
  ... #475167 @ 166504.925 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7576.000, core_tp = 0.000
  ... #475167 @ 167005.034 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7560.000, core_tp = 0.000
  ... #475167 @ 167505.172 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7536.000, core_tp = 0.000
  ... #475167 @ 168005.282 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7536.000, core_tp = 0.000
  ... #475167 @ 168505.420 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7528.000, core_tp = 0.000
  ... #475167 @ 169005.569 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7544.000, core_tp = 0.000
  ... #475167 @ 169505.796 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7760.000, core_tp = 0.000
  ... #475167 @ 170005.888 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 8336.000, core_tp = 0.000
  ... #475167 @ 170505.997 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7280.000, core_tp = 0.000
  ... #475167 @ 171006.107 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7528.000, core_tp = 0.000
  ... #475167 @ 171506.255 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7520.000, core_tp = 0.000
  ... #475167 @ 172006.362 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7552.000, core_tp = 0.000
  ... #475167 @ 172506.439 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7536.000, core_tp = 0.000
  ... #475167 @ 173006.546 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7544.000, core_tp = 0.000
  ... #475167 @ 173506.679 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7528.000, core_tp = 0.000
  ... #475167 @ 174006.809 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7544.000, core_tp = 0.000
  ... #475167 @ 174506.933 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7544.000, core_tp = 0.000
  ... #475167 @ 175007.043 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7536.000, core_tp = 0.000
  ... #475167 @ 175507.124 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7560.000, core_tp = 0.000
  ... #475167 @ 176007.231 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7536.000, core_tp = 0.000
  ... #475167 @ 176507.342 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7496.000, core_tp = 0.000
  ... #475167 @ 177007.472 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7472.000, core_tp = 0.000
  ... #475167 @ 177507.585 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7536.000, core_tp = 0.000
  ... #475167 @ 178007.727 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7576.000, core_tp = 0.000
  ... #475167 @ 178507.858 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7552.000, core_tp = 0.000
  ... #475167 @ 179007.966 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7536.000, core_tp = 0.000
  ... #475167 @ 179508.082 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7536.000, core_tp = 0.000
  ... #475167 @ 180008.218 ms: miss_ratio = 0.00129, load_admit = 1.000, cache_tp = 7592.000, core_tp = 0.000

Statistics:

   usage | cache |  occupied        614 pages      9.99 %
         |       |      free       5530 pages     90.00 %
         |       |     clean        614 pages    100.00 %
         |       |     dirty          0 pages      0.00 %

  blocks | cache |   read ->     474553 pages     99.87 %
         |       |  write <-        614 pages      0.12 %
         |       |     total     475167 pages    100.00 %
         |  core |   read ->        614 pages      5.65 %
         |       |  write <-      10240 pages     94.34 %
         |       |     total      10854 pages    100.00 %
         |     total             485407 pages    100.00 %

    reqs |  read |     hit $     474553 reqs      97.76 %
         |       | part miss          0 reqs       0.00 %
         |       | full miss        614 reqs       0.12 %
         |       |     total     475167 reqs      97.89 %
         | write |     hit $          0 reqs       0.00 %
         |       | part miss          0 reqs       0.00 %
         |       | full miss          0 reqs       0.00 %
         |       |     total          0 reqs       0.00 %
         |  pass |   read ->          0 reqs       0.00 %
         |       |  write <-      10240 reqs       2.10 %
         |     total             485407 reqs     100.00 %

  errors | cache |   read ->          0 errors     0.00 %
         |       |  write <-          0 errors     0.00 %
         |  core |   read ->          0 errors     0.00 %
         |       |  write <-          0 errors     0.00 %
         |     total                  0 errors     0.00 %
